Id,Nodes,Syr_dat,Tyr_dat,Source,Target
24450,"n99,n86",2009,1992,n99,n86
24451,"n1155,n860",2020,2015,n1155,n860
24452,"n1868,n860",2021,2015,n1868,n860
24453,"n660,n860",2016,2015,n660,n860
24454,"n988,n860",2017,2015,n988,n860
24455,"n1092,n861",2020,2015,n1092,n861
24456,"n1153,n861",2017,2015,n1153,n861
24457,"n1205,n861",2017,2015,n1205,n861
24458,"n1274,n861",2017,2015,n1274,n861
24459,"n1291,n861",2019,2015,n1291,n861
24460,"n1293,n861",2018,2015,n1293,n861
24461,"n1324,n861",2019,2015,n1324,n861
24462,"n1366,n861",2019,2015,n1366,n861
24463,"n1158,n862",2020,2018,n1158,n862
24464,"n1545,n862",2021,2018,n1545,n862
24465,"n1669,n862",2020,2018,n1669,n862
24466,"n1737,n862",2021,2018,n1737,n862
24467,"n940,n862",2020,2018,n940,n862
24468,"n995,n862",2019,2018,n995,n862
24469,"n1045,n863",2016,2015,n1045,n863
24470,"n1085,n863",2016,2015,n1085,n863
24471,"n1204,n863",2016,2015,n1204,n863
24472,"n1322,n863",2019,2015,n1322,n863
24473,"n1657,n863",2017,2015,n1657,n863
24474,"n947,n863",2017,2015,n947,n863
24475,"n952,n863",2016,2015,n952,n863
24476,"n1091,n864",2016,2014,n1091,n864
24477,"n1195,n864",2017,2014,n1195,n864
24478,"n1291,n864",2019,2014,n1291,n864
24479,"n1772,n864",2021,2014,n1772,n864
24480,"n1798,n864",2017,2014,n1798,n864
24481,"n1099,n865",2018,2017,n1099,n865
24482,"n1306,n865",2017,2017,n1306,n865
24483,"n1507,n865",2019,2017,n1507,n865
24484,"n1575,n865",2020,2017,n1575,n865
24485,"n1697,n865",2020,2017,n1697,n865
24486,"n1735,n865",2021,2017,n1735,n865
24487,"n1768,n865",2021,2017,n1768,n865
24488,"n1341,n866",2019,2017,n1341,n866
24489,"n1422,n866",2018,2017,n1422,n866
24490,"n1617,n866",2019,2017,n1617,n866
24491,"n1203,n867",2017,2012,n1203,n867
24492,"n1385,n867",2019,2012,n1385,n867
24493,"n1497,n867",2014,2012,n1497,n867
24494,"n995,n867",2019,2012,n995,n867
24495,"n117,n868",2007,1998,n117,n868
24496,"n1232,n868",2002,1998,n1232,n868
24497,"n1242,n868",2013,1998,n1242,n868
24498,"n286,n868",2009,1998,n286,n868
24499,"n966,n868",2004,1998,n966,n868
24500,"n972,n868",2010,1998,n972,n868
24501,"n1604,n869",2021,2019,n1604,n869
24502,"n1685,n869",2020,2019,n1685,n869
24503,"n1784,n869",2021,2019,n1784,n869
24504,"n1017,n87",2019,2008,n1017,n87
24505,"n1039,n87",2016,2008,n1039,n87
24506,"n1149,n87",2019,2008,n1149,n87
24507,"n1153,n87",2017,2008,n1153,n87
24508,"n1187,n87",2019,2008,n1187,n87
24509,"n1189,n87",2017,2008,n1189,n87
24510,"n1226,n87",2013,2008,n1226,n87
24511,"n1278,n87",2021,2008,n1278,n87
24512,"n1365,n87",2019,2008,n1365,n87
24513,"n1452,n87",2020,2008,n1452,n87
24514,"n1485,n87",2019,2008,n1485,n87
24515,"n1571,n87",2020,2008,n1571,n87
24516,"n1694,n87",2020,2008,n1694,n87
24517,"n208,n87",2014,2008,n208,n87
24518,"n212,n87",2014,2008,n212,n87
24519,"n231,n87",2013,2008,n231,n87
24520,"n238,n87",2010,2008,n238,n87
24521,"n261,n87",2014,2008,n261,n87
24522,"n263,n87",2012,2008,n263,n87
24523,"n28,n87",2010,2008,n28,n87
24524,"n318,n87",2012,2008,n318,n87
24525,"n329,n87",2010,2008,n329,n87
24526,"n376,n87",2014,2008,n376,n87
24527,"n395,n87",2013,2008,n395,n87
24528,"n421,n87",2014,2008,n421,n87
24529,"n492,n87",2011,2008,n492,n87
24530,"n503,n87",2014,2008,n503,n87
24531,"n537,n87",2012,2008,n537,n87
24532,"n58,n87",2011,2008,n58,n87
24533,"n63,n87",2009,2008,n63,n87
24534,"n632,n87",2015,2008,n632,n87
24535,"n646,n87",2015,2008,n646,n87
24536,"n668,n87",2009,2008,n668,n87
24537,"n678,n87",2017,2008,n678,n87
24538,"n735,n87",2017,2008,n735,n87
24539,"n759,n87",2013,2008,n759,n87
24540,"n763,n87",2017,2008,n763,n87
24541,"n769,n87",2014,2008,n769,n87
24542,"n805,n87",2016,2008,n805,n87
24543,"n811,n87",2019,2008,n811,n87
24544,"n911,n87",2016,2008,n911,n87
24545,"n940,n87",2020,2008,n940,n87
24546,"n960,n87",2015,2008,n960,n87
24547,"n98,n87",2014,2008,n98,n87
24548,"n1217,n870",2016,2012,n1217,n870
24549,"n1743,n870",2020,2012,n1743,n870
24550,"n919,n870",2015,2012,n919,n870
24551,"n1280,n871",2019,2014,n1280,n871
24552,"n1374,n871",2019,2014,n1374,n871
24553,"n1689,n871",2020,2014,n1689,n871
24554,"n1779,n871",2021,2014,n1779,n871
24555,"n471,n871",2015,2014,n471,n871
24556,"n712,n871",2015,2014,n712,n871
24557,"n907,n871",2017,2014,n907,n871
24558,"n975,n871",2017,2014,n975,n871
24559,"n1197,n872",2020,2012,n1197,n872
24560,"n121,n872",2013,2012,n121,n872
24561,"n1419,n872",2015,2012,n1419,n872
24562,"n1457,n872",2017,2012,n1457,n872
24563,"n1539,n872",2018,2012,n1539,n872
24564,"n161,n872",2013,2012,n161,n872
24565,"n1843,n872",2020,2012,n1843,n872
24566,"n330,n872",2013,2012,n330,n872
24567,"n1145,n873",2016,2013,n1145,n873
24568,"n1475,n873",2017,2013,n1475,n873
24569,"n166,n873",2014,2013,n166,n873
24570,"n1681,n873",2017,2013,n1681,n873
24571,"n273,n873",2014,2013,n273,n873
24572,"n485,n873",2017,2013,n485,n873
24573,"n716,n873",2017,2013,n716,n873
24574,"n901,n873",2018,2013,n901,n873
24575,"n1080,n874",2014,2014,n1080,n874
24576,"n1467,n874",2019,2014,n1467,n874
24577,"n1697,n874",2020,2014,n1697,n874
24578,"n1818,n874",2021,2014,n1818,n874
24579,"n1824,n874",2020,2014,n1824,n874
24580,"n396,n874",2015,2014,n396,n874
24581,"n429,n874",2015,2014,n429,n874
24582,"n751,n874",2015,2014,n751,n874
24583,"n984,n874",2016,2014,n984,n874
24584,"n1113,n875",2019,2015,n1113,n875
24585,"n1119,n875",2017,2015,n1119,n875
24586,"n1463,n875",2019,2015,n1463,n875
24587,"n1519,n875",2020,2015,n1519,n875
24588,"n1594,n875",2020,2015,n1594,n875
24589,"n1766,n875",2021,2015,n1766,n875
24590,"n463,n875",2016,2015,n463,n875
24591,"n833,n875",2017,2015,n833,n875
24592,"n1094,n876",2018,2016,n1094,n876
24593,"n1222,n876",2016,2016,n1222,n876
24594,"n1432,n876",2017,2016,n1432,n876
24595,"n1469,n876",2019,2016,n1469,n876
24596,"n1483,n876",2019,2016,n1483,n876
24597,"n1488,n876",2020,2016,n1488,n876
24598,"n1778,n876",2021,2016,n1778,n876
24599,"n1877,n876",2020,2016,n1877,n876
24600,"n1049,n877",2015,2014,n1049,n877
24601,"n1827,n877",2021,2014,n1827,n877
24602,"n534,n877",2015,2014,n534,n877
24603,"n975,n877",2017,2014,n975,n877
24604,"n1570,n878",2021,2019,n1570,n878
24605,"n1610,n878",2020,2019,n1610,n878
24606,"n1712,n878",2020,2019,n1712,n878
24607,"n1770,n878",2020,2019,n1770,n878
24608,"n1818,n878",2021,2019,n1818,n878
24609,"n1827,n878",2021,2019,n1827,n878
24610,"n1888,n878",2021,2019,n1888,n878
24611,"n1075,n879",2017,2017,n1075,n879
24612,"n1220,n879",2019,2017,n1220,n879
24613,"n1362,n879",2018,2017,n1362,n879
24614,"n1542,n879",2020,2017,n1542,n879
24615,"n1708,n879",2020,2017,n1708,n879
24616,"n1892,n879",2021,2017,n1892,n879
24617,"n1132,n88",2018,2014,n1132,n88
24618,"n1171,n88",2018,2014,n1171,n88
24619,"n1376,n88",2017,2014,n1376,n88
24620,"n1379,n88",2020,2014,n1379,n88
24621,"n1442,n88",2019,2014,n1442,n88
24622,"n1524,n88",2019,2014,n1524,n88
24623,"n1550,n88",2020,2014,n1550,n88
24624,"n1627,n88",2020,2014,n1627,n88
24625,"n1712,n88",2020,2014,n1712,n88
24626,"n563,n88",2017,2014,n563,n88
24627,"n578,n88",2016,2014,n578,n88
24628,"n673,n88",2017,2014,n673,n88
24629,"n944,n88",2015,2014,n944,n88
24630,"n1136,n880",2019,2014,n1136,n880
24631,"n1202,n880",2018,2014,n1202,n880
24632,"n1555,n880",2020,2014,n1555,n880
24633,"n180,n880",2015,2014,n180,n880
24634,"n1115,n881",2016,2014,n1115,n881
24635,"n1466,n881",2017,2014,n1466,n881
24636,"n1494,n881",2017,2014,n1494,n881
24637,"n1566,n881",2018,2014,n1566,n881
24638,"n186,n881",2015,2014,n186,n881
24639,"n416,n881",2019,2014,n416,n881
24640,"n1155,n882",2020,2017,n1155,n882
24641,"n1810,n882",2020,2017,n1810,n882
24642,"n921,n882",2018,2017,n921,n882
24643,"n1361,n883",2017,2016,n1361,n883
24644,"n1617,n883",2019,2016,n1617,n883
24645,"n340,n883",2017,2016,n340,n883
24646,"n925,n883",2020,2016,n925,n883
24647,"n1469,n884",2019,2014,n1469,n884
24648,"n1488,n884",2020,2014,n1488,n884
24649,"n1636,n884",2020,2014,n1636,n884
24650,"n753,n884",2016,2014,n753,n884
24651,"n876,n884",2016,2014,n876,n884
24652,"n1046,n885",2019,2016,n1046,n885
24653,"n1687,n885",2020,2016,n1687,n885
24654,"n1727,n885",2020,2016,n1727,n885
24655,"n700,n885",2017,2016,n700,n885
24656,"n1087,n886",2018,2017,n1087,n886
24657,"n1088,n886",2017,2017,n1088,n886
24658,"n1791,n886",2020,2017,n1791,n886
24659,"n1108,n887",2017,2016,n1108,n887
24660,"n1360,n887",2019,2016,n1360,n887
24661,"n1460,n888",2020,2013,n1460,n888
24662,"n1506,n888",2020,2013,n1506,n888
24663,"n1537,n889",2020,2004,n1537,n889
24664,"n10,n89",2010,2008,n10,n89
24665,"n1009,n89",2013,2008,n1009,n89
24666,"n1018,n89",2014,2008,n1018,n89
24667,"n102,n89",2010,2008,n102,n89
24668,"n1031,n89",2017,2008,n1031,n89
24669,"n1075,n89",2017,2008,n1075,n89
24670,"n1080,n89",2014,2008,n1080,n89
24671,"n1104,n89",2014,2008,n1104,n89
24672,"n1117,n89",2014,2008,n1117,n89
24673,"n114,n89",2012,2008,n114,n89
24674,"n1179,n89",2013,2008,n1179,n89
24675,"n1222,n89",2016,2008,n1222,n89
24676,"n1236,n89",2016,2008,n1236,n89
24677,"n1265,n89",2017,2008,n1265,n89
24678,"n1374,n89",2019,2008,n1374,n89
24679,"n1402,n89",2020,2008,n1402,n89
24680,"n1421,n89",2015,2008,n1421,n89
24681,"n1434,n89",2018,2008,n1434,n89
24682,"n1515,n89",2019,2008,n1515,n89
24683,"n1667,n89",2018,2008,n1667,n89
24684,"n1677,n89",2020,2008,n1677,n89
24685,"n1733,n89",2020,2008,n1733,n89
24686,"n1770,n89",2020,2008,n1770,n89
24687,"n1779,n89",2021,2008,n1779,n89
24688,"n1804,n89",2021,2008,n1804,n89
24689,"n1806,n89",2021,2008,n1806,n89
24690,"n1821,n89",2020,2008,n1821,n89
24691,"n1827,n89",2021,2008,n1827,n89
24692,"n21,n89",2010,2008,n21,n89
24693,"n228,n89",2014,2008,n228,n89
24694,"n244,n89",2013,2008,n244,n89
24695,"n249,n89",2012,2008,n249,n89
24696,"n255,n89",2012,2008,n255,n89
24697,"n268,n89",2011,2008,n268,n89
24698,"n27,n89",2010,2008,n27,n89
24699,"n276,n89",2013,2008,n276,n89
24700,"n304,n89",2014,2008,n304,n89
24701,"n307,n89",2011,2008,n307,n89
24702,"n314,n89",2011,2008,n314,n89
24703,"n347,n89",2014,2008,n347,n89
24704,"n366,n89",2012,2008,n366,n89
24705,"n371,n89",2010,2008,n371,n89
24706,"n38,n89",2010,2008,n38,n89
24707,"n429,n89",2015,2008,n429,n89
24708,"n432,n89",2012,2008,n432,n89
24709,"n449,n89",2014,2008,n449,n89
24710,"n469,n89",2014,2008,n469,n89
24711,"n494,n89",2016,2008,n494,n89
24712,"n508,n89",2013,2008,n508,n89
24713,"n517,n89",2015,2008,n517,n89
24714,"n52,n89",2009,2008,n52,n89
24715,"n532,n89",2014,2008,n532,n89
24716,"n543,n89",2017,2008,n543,n89
24717,"n549,n89",2016,2008,n549,n89
24718,"n565,n89",2015,2008,n565,n89
24719,"n58,n89",2011,2008,n58,n89
24720,"n585,n89",2013,2008,n585,n89
24721,"n586,n89",2013,2008,n586,n89
24722,"n604,n89",2012,2008,n604,n89
24723,"n66,n89",2012,2008,n66,n89
24724,"n69,n89",2012,2008,n69,n89
24725,"n73,n89",2009,2008,n73,n89
24726,"n74,n89",2009,2008,n74,n89
24727,"n751,n89",2015,2008,n751,n89
24728,"n756,n89",2015,2008,n756,n89
24729,"n78,n89",2009,2008,n78,n89
24730,"n821,n89",2013,2008,n821,n89
24731,"n823,n89",2014,2008,n823,n89
24732,"n874,n89",2014,2008,n874,n89
24733,"n876,n89",2016,2008,n876,n89
24734,"n879,n89",2017,2008,n879,n89
24735,"n885,n89",2016,2008,n885,n89
24736,"n907,n89",2017,2008,n907,n89
24737,"n982,n89",2012,2008,n982,n89
24738,"n1155,n890",2020,2016,n1155,n890
24739,"n1874,n890",2020,2016,n1874,n890
24740,"n1099,n891",2018,2016,n1099,n891
24741,"n1088,n892",2017,2017,n1088,n892
24742,"n1218,n892",2019,2017,n1218,n892
24743,"n1247,n892",2019,2017,n1247,n892
24744,"n1316,n892",2018,2017,n1316,n892
24745,"n1610,n892",2020,2017,n1610,n892
24746,"n1618,n892",2020,2017,n1618,n892
24747,"n1733,n892",2020,2017,n1733,n892
24748,"n1741,n892",2020,2017,n1741,n892
24749,"n1817,n892",2020,2017,n1817,n892
24750,"n1832,n892",2021,2017,n1832,n892
24751,"n1835,n892",2020,2017,n1835,n892
24752,"n1862,n892",2020,2017,n1862,n892
24753,"n969,n892",2017,2017,n969,n892
24754,"n1020,n893",2018,2010,n1020,n893
24755,"n1023,n893",2013,2010,n1023,n893
24756,"n1180,n893",2013,2010,n1180,n893
24757,"n1195,n893",2017,2010,n1195,n893
24758,"n1273,n893",2014,2010,n1273,n893
24759,"n1342,n893",2016,2010,n1342,n893
24760,"n1662,n893",2020,2010,n1662,n893
24761,"n1772,n893",2021,2010,n1772,n893
24762,"n722,n893",2016,2010,n722,n893
24763,"n864,n893",2014,2010,n864,n893
24764,"n1101,n894",2019,2018,n1101,n894
24765,"n1374,n894",2019,2018,n1374,n894
24766,"n1712,n894",2020,2018,n1712,n894
24767,"n1824,n894",2020,2018,n1824,n894
24768,"n385,n894",2019,2018,n385,n894
24769,"n708,n894",2018,2018,n708,n894
24770,"n1128,n895",2015,2014,n1128,n895
24771,"n1172,n895",2017,2014,n1172,n895
24772,"n1515,n895",2019,2014,n1515,n895
24773,"n1687,n895",2020,2014,n1687,n895
24774,"n1736,n895",2018,2014,n1736,n895
24775,"n1768,n895",2021,2014,n1768,n895
24776,"n757,n895",2015,2014,n757,n895
24777,"n844,n895",2016,2014,n844,n895
24778,"n1311,n896",2018,2017,n1311,n896
24779,"n1423,n896",2019,2017,n1423,n896
24780,"n1610,n896",2020,2017,n1610,n896
24781,"n1618,n896",2020,2017,n1618,n896
24782,"n1642,n896",2019,2017,n1642,n896
24783,"n1832,n896",2021,2017,n1832,n896
24784,"n1835,n896",2020,2017,n1835,n896
24785,"n901,n896",2018,2017,n901,n896
24786,"n1010,n897",2017,2015,n1010,n897
24787,"n1044,n897",2017,2015,n1044,n897
24788,"n1116,n897",2017,2015,n1116,n897
24789,"n1229,n897",2016,2015,n1229,n897
24790,"n1274,n897",2017,2015,n1274,n897
24791,"n1372,n897",2020,2015,n1372,n897
24792,"n1635,n897",2015,2015,n1635,n897
24793,"n1745,n897",2020,2015,n1745,n897
24794,"n1804,n897",2021,2015,n1804,n897
24795,"n468,n897",2016,2015,n468,n897
24796,"n1015,n898",2016,2015,n1015,n898
24797,"n1044,n898",2017,2015,n1044,n898
24798,"n1053,n898",2017,2015,n1053,n898
24799,"n1221,n898",2018,2015,n1221,n898
24800,"n1275,n898",2019,2015,n1275,n898
24801,"n1467,n898",2019,2015,n1467,n898
24802,"n1548,n898",2019,2015,n1548,n898
24803,"n1551,n898",2019,2015,n1551,n898
24804,"n1552,n898",2019,2015,n1552,n898
24805,"n1089,n899",2019,2016,n1089,n899
24806,"n1133,n899",2018,2016,n1133,n899
24807,"n1252,n899",2018,2016,n1252,n899
24808,"n1546,n899",2020,2016,n1546,n899
24809,"n1550,n899",2020,2016,n1550,n899
24810,"n568,n899",2017,2016,n568,n899
24811,"n783,n899",2020,2016,n783,n899
24812,"n790,n899",2017,2016,n790,n899
24813,"n947,n899",2017,2016,n947,n899
24814,"n1005,n9",2015,2010,n1005,n9
24815,"n1006,n9",2019,2010,n1006,n9
24816,"n1012,n9",2015,2010,n1012,n9
24817,"n1019,n9",2014,2010,n1019,n9
24818,"n1032,n9",2016,2010,n1032,n9
24819,"n1042,n9",2015,2010,n1042,n9
24820,"n1057,n9",2014,2010,n1057,n9
24821,"n1080,n9",2014,2010,n1080,n9
24822,"n1092,n9",2020,2010,n1092,n9
24823,"n11,n9",2012,2010,n11,n9
24824,"n1104,n9",2014,2010,n1104,n9
24825,"n1107,n9",2014,2010,n1107,n9
24826,"n1108,n9",2017,2010,n1108,n9
24827,"n1109,n9",2014,2010,n1109,n9
24828,"n1116,n9",2017,2010,n1116,n9
24829,"n1121,n9",2017,2010,n1121,n9
24830,"n114,n9",2012,2010,n114,n9
24831,"n1140,n9",2017,2010,n1140,n9
24832,"n1143,n9",2019,2010,n1143,n9
24833,"n1185,n9",2017,2010,n1185,n9
24834,"n119,n9",2011,2010,n119,n9
24835,"n1199,n9",2017,2010,n1199,n9
24836,"n1221,n9",2018,2010,n1221,n9
24837,"n1227,n9",2018,2010,n1227,n9
24838,"n1228,n9",2017,2010,n1228,n9
24839,"n1257,n9",2019,2010,n1257,n9
24840,"n1261,n9",2018,2010,n1261,n9
24841,"n1264,n9",2020,2010,n1264,n9
24842,"n127,n9",2012,2010,n127,n9
24843,"n1272,n9",2016,2010,n1272,n9
24844,"n1285,n9",2013,2010,n1285,n9
24845,"n1300,n9",2017,2010,n1300,n9
24846,"n1316,n9",2018,2010,n1316,n9
24847,"n1325,n9",2017,2010,n1325,n9
24848,"n1327,n9",2019,2010,n1327,n9
24849,"n136,n9",2012,2010,n136,n9
24850,"n1370,n9",2014,2010,n1370,n9
24851,"n1381,n9",2020,2010,n1381,n9
24852,"n1383,n9",2019,2010,n1383,n9
24853,"n1384,n9",2018,2010,n1384,n9
24854,"n1391,n9",2018,2010,n1391,n9
24855,"n1392,n9",2017,2010,n1392,n9
24856,"n1421,n9",2015,2010,n1421,n9
24857,"n1428,n9",2020,2010,n1428,n9
24858,"n1435,n9",2016,2010,n1435,n9
24859,"n1453,n9",2018,2010,n1453,n9
24860,"n1457,n9",2017,2010,n1457,n9
24861,"n1461,n9",2020,2010,n1461,n9
24862,"n1463,n9",2019,2010,n1463,n9
24863,"n1465,n9",2018,2010,n1465,n9
24864,"n1471,n9",2016,2010,n1471,n9
24865,"n1473,n9",2018,2010,n1473,n9
24866,"n1474,n9",2019,2010,n1474,n9
24867,"n1496,n9",2018,2010,n1496,n9
24868,"n1506,n9",2020,2010,n1506,n9
24869,"n1517,n9",2016,2010,n1517,n9
24870,"n1525,n9",2019,2010,n1525,n9
24871,"n1539,n9",2018,2010,n1539,n9
24872,"n1542,n9",2020,2010,n1542,n9
24873,"n1551,n9",2019,2010,n1551,n9
24874,"n1570,n9",2021,2010,n1570,n9
24875,"n1574,n9",2018,2010,n1574,n9
24876,"n1580,n9",2018,2010,n1580,n9
24877,"n1586,n9",2017,2010,n1586,n9
24878,"n1589,n9",2017,2010,n1589,n9
24879,"n1602,n9",2017,2010,n1602,n9
24880,"n1620,n9",2020,2010,n1620,n9
24881,"n1640,n9",2019,2010,n1640,n9
24882,"n1728,n9",2021,2010,n1728,n9
24883,"n174,n9",2013,2010,n174,n9
24884,"n1742,n9",2017,2010,n1742,n9
24885,"n1745,n9",2020,2010,n1745,n9
24886,"n1758,n9",2021,2010,n1758,n9
24887,"n1770,n9",2020,2010,n1770,n9
24888,"n1793,n9",2020,2010,n1793,n9
24889,"n1799,n9",2021,2010,n1799,n9
24890,"n1809,n9",2021,2010,n1809,n9
24891,"n1810,n9",2020,2010,n1810,n9
24892,"n1827,n9",2021,2010,n1827,n9
24893,"n1829,n9",2021,2010,n1829,n9
24894,"n1843,n9",2020,2010,n1843,n9
24895,"n1876,n9",2019,2010,n1876,n9
24896,"n189,n9",2014,2010,n189,n9
24897,"n243,n9",2016,2010,n243,n9
24898,"n249,n9",2012,2010,n249,n9
24899,"n25,n9",2011,2010,n25,n9
24900,"n253,n9",2014,2010,n253,n9
24901,"n256,n9",2013,2010,n256,n9
24902,"n268,n9",2011,2010,n268,n9
24903,"n276,n9",2013,2010,n276,n9
24904,"n279,n9",2012,2010,n279,n9
24905,"n281,n9",2016,2010,n281,n9
24906,"n288,n9",2012,2010,n288,n9
24907,"n289,n9",2013,2010,n289,n9
24908,"n292,n9",2012,2010,n292,n9
24909,"n296,n9",2011,2010,n296,n9
24910,"n303,n9",2012,2010,n303,n9
24911,"n307,n9",2011,2010,n307,n9
24912,"n311,n9",2015,2010,n311,n9
24913,"n312,n9",2014,2010,n312,n9
24914,"n313,n9",2014,2010,n313,n9
24915,"n330,n9",2013,2010,n330,n9
24916,"n333,n9",2012,2010,n333,n9
24917,"n338,n9",2017,2010,n338,n9
24918,"n341,n9",2013,2010,n341,n9
24919,"n348,n9",2014,2010,n348,n9
24920,"n349,n9",2012,2010,n349,n9
24921,"n350,n9",2014,2010,n350,n9
24922,"n352,n9",2012,2010,n352,n9
24923,"n359,n9",2011,2010,n359,n9
24924,"n368,n9",2012,2010,n368,n9
24925,"n372,n9",2013,2010,n372,n9
24926,"n378,n9",2012,2010,n378,n9
24927,"n380,n9",2012,2010,n380,n9
24928,"n389,n9",2012,2010,n389,n9
24929,"n412,n9",2012,2010,n412,n9
24930,"n419,n9",2015,2010,n419,n9
24931,"n420,n9",2015,2010,n420,n9
24932,"n422,n9",2012,2010,n422,n9
24933,"n424,n9",2012,2010,n424,n9
24934,"n434,n9",2013,2010,n434,n9
24935,"n435,n9",2014,2010,n435,n9
24936,"n440,n9",2011,2010,n440,n9
24937,"n449,n9",2014,2010,n449,n9
24938,"n450,n9",2012,2010,n450,n9
24939,"n457,n9",2012,2010,n457,n9
24940,"n459,n9",2016,2010,n459,n9
24941,"n46,n9",2015,2010,n46,n9
24942,"n468,n9",2016,2010,n468,n9
24943,"n469,n9",2014,2010,n469,n9
24944,"n490,n9",2011,2010,n490,n9
24945,"n506,n9",2012,2010,n506,n9
24946,"n519,n9",2014,2010,n519,n9
24947,"n532,n9",2014,2010,n532,n9
24948,"n539,n9",2015,2010,n539,n9
24949,"n546,n9",2012,2010,n546,n9
24950,"n547,n9",2015,2010,n547,n9
24951,"n549,n9",2016,2010,n549,n9
24952,"n560,n9",2015,2010,n560,n9
24953,"n572,n9",2016,2010,n572,n9
24954,"n573,n9",2015,2010,n573,n9
24955,"n585,n9",2013,2010,n585,n9
24956,"n588,n9",2013,2010,n588,n9
24957,"n590,n9",2014,2010,n590,n9
24958,"n605,n9",2015,2010,n605,n9
24959,"n607,n9",2016,2010,n607,n9
24960,"n624,n9",2015,2010,n624,n9
24961,"n637,n9",2015,2010,n637,n9
24962,"n66,n9",2012,2010,n66,n9
24963,"n671,n9",2017,2010,n671,n9
24964,"n677,n9",2013,2010,n677,n9
24965,"n687,n9",2015,2010,n687,n9
24966,"n71,n9",2012,2010,n71,n9
24967,"n718,n9",2012,2010,n718,n9
24968,"n720,n9",2016,2010,n720,n9
24969,"n729,n9",2014,2010,n729,n9
24970,"n755,n9",2015,2010,n755,n9
24971,"n756,n9",2015,2010,n756,n9
24972,"n768,n9",2014,2010,n768,n9
24973,"n773,n9",2016,2010,n773,n9
24974,"n780,n9",2015,2010,n780,n9
24975,"n782,n9",2013,2010,n782,n9
24976,"n800,n9",2015,2010,n800,n9
24977,"n801,n9",2016,2010,n801,n9
24978,"n814,n9",2015,2010,n814,n9
24979,"n829,n9",2015,2010,n829,n9
24980,"n839,n9",2015,2010,n839,n9
24981,"n845,n9",2015,2010,n845,n9
24982,"n848,n9",2014,2010,n848,n9
24983,"n854,n9",2014,2010,n854,n9
24984,"n856,n9",2017,2010,n856,n9
24985,"n874,n9",2014,2010,n874,n9
24986,"n875,n9",2015,2010,n875,n9
24987,"n877,n9",2014,2010,n877,n9
24988,"n883,n9",2016,2010,n883,n9
24989,"n887,n9",2016,2010,n887,n9
24990,"n896,n9",2017,2010,n896,n9
24991,"n909,n9",2018,2010,n909,n9
24992,"n913,n9",2016,2010,n913,n9
24993,"n92,n9",2012,2010,n92,n9
24994,"n922,n9",2018,2010,n922,n9
24995,"n923,n9",2017,2010,n923,n9
24996,"n951,n9",2015,2010,n951,n9
24997,"n963,n9",2015,2010,n963,n9
24998,"n977,n9",2014,2010,n977,n9
24999,"n987,n9",2018,2010,n987,n9
25000,"n991,n9",2017,2010,n991,n9
25001,"n1000,n90",2017,2011,n1000,n90
25002,"n1014,n90",2016,2011,n1014,n90
25003,"n1040,n90",2017,2011,n1040,n90
25004,"n1051,n90",2016,2011,n1051,n90
25005,"n1086,n90",2019,2011,n1086,n90
25006,"n1094,n90",2018,2011,n1094,n90
25007,"n1107,n90",2014,2011,n1107,n90
25008,"n1128,n90",2015,2011,n1128,n90
25009,"n1150,n90",2019,2011,n1150,n90
25010,"n1230,n90",2017,2011,n1230,n90
25011,"n1256,n90",2015,2011,n1256,n90
25012,"n1276,n90",2015,2011,n1276,n90
25013,"n1292,n90",2015,2011,n1292,n90
25014,"n1310,n90",2018,2011,n1310,n90
25015,"n1349,n90",2019,2011,n1349,n90
25016,"n1363,n90",2017,2011,n1363,n90
25017,"n1367,n90",2019,2011,n1367,n90
25018,"n1405,n90",2017,2011,n1405,n90
25019,"n1424,n90",2016,2011,n1424,n90
25020,"n1452,n90",2020,2011,n1452,n90
25021,"n1460,n90",2020,2011,n1460,n90
25022,"n1468,n90",2015,2011,n1468,n90
25023,"n1486,n90",2018,2011,n1486,n90
25024,"n1503,n90",2019,2011,n1503,n90
25025,"n1514,n90",2018,2011,n1514,n90
25026,"n1522,n90",2018,2011,n1522,n90
25027,"n1534,n90",2017,2011,n1534,n90
25028,"n1547,n90",2017,2011,n1547,n90
25029,"n1553,n90",2017,2011,n1553,n90
25030,"n1557,n90",2017,2011,n1557,n90
25031,"n1583,n90",2019,2011,n1583,n90
25032,"n1591,n90",2019,2011,n1591,n90
25033,"n1592,n90",2019,2011,n1592,n90
25034,"n1597,n90",2018,2011,n1597,n90
25035,"n1616,n90",2020,2011,n1616,n90
25036,"n1624,n90",2020,2011,n1624,n90
25037,"n1648,n90",2018,2011,n1648,n90
25038,"n1650,n90",2017,2011,n1650,n90
25039,"n1666,n90",2020,2011,n1666,n90
25040,"n167,n90",2014,2011,n167,n90
25041,"n1698,n90",2017,2011,n1698,n90
25042,"n1699,n90",2019,2011,n1699,n90
25043,"n1723,n90",2019,2011,n1723,n90
25044,"n1736,n90",2018,2011,n1736,n90
25045,"n1755,n90",2020,2011,n1755,n90
25046,"n1780,n90",2021,2011,n1780,n90
25047,"n222,n90",2013,2011,n222,n90
25048,"n231,n90",2013,2011,n231,n90
25049,"n242,n90",2014,2011,n242,n90
25050,"n299,n90",2015,2011,n299,n90
25051,"n311,n90",2015,2011,n311,n90
25052,"n346,n90",2015,2011,n346,n90
