Id,Nodes,Syr_dat,Tyr_dat,Source,Target
1,"n10,n1",2010,2005,n10,n1
2,"n100,n1",2008,2005,n100,n1
3,"n1006,n1",2019,2005,n1006,n1
4,"n1007,n1",2015,2005,n1007,n1
5,"n1009,n1",2013,2005,n1009,n1
6,"n1012,n1",2015,2005,n1012,n1
7,"n102,n1",2010,2005,n102,n1
8,"n1037,n1",2016,2005,n1037,n1
9,"n1038,n1",2014,2005,n1038,n1
10,"n1043,n1",2015,2005,n1043,n1
11,"n1049,n1",2015,2005,n1049,n1
12,"n1056,n1",2015,2005,n1056,n1
13,"n106,n1",2009,2005,n106,n1
14,"n1067,n1",2015,2005,n1067,n1
15,"n1069,n1",2017,2005,n1069,n1
16,"n107,n1",2010,2005,n107,n1
17,"n1075,n1",2017,2005,n1075,n1
18,"n1076,n1",2017,2005,n1076,n1
19,"n1079,n1",2017,2005,n1079,n1
20,"n1080,n1",2014,2005,n1080,n1
21,"n1081,n1",2017,2005,n1081,n1
22,"n1083,n1",2014,2005,n1083,n1
23,"n1085,n1",2016,2005,n1085,n1
24,"n1091,n1",2016,2005,n1091,n1
25,"n1096,n1",2013,2005,n1096,n1
26,"n1099,n1",2018,2005,n1099,n1
27,"n110,n1",2014,2005,n110,n1
28,"n1104,n1",2014,2005,n1104,n1
29,"n1105,n1",2018,2005,n1105,n1
30,"n1107,n1",2014,2005,n1107,n1
31,"n1108,n1",2017,2005,n1108,n1
32,"n111,n1",2016,2005,n111,n1
33,"n1111,n1",2016,2005,n1111,n1
34,"n1114,n1",2016,2005,n1114,n1
35,"n1116,n1",2017,2005,n1116,n1
36,"n112,n1",2013,2005,n112,n1
37,"n1122,n1",2012,2005,n1122,n1
38,"n1123,n1",2017,2005,n1123,n1
39,"n1124,n1",2018,2005,n1124,n1
40,"n1125,n1",2017,2005,n1125,n1
41,"n113,n1",2008,2005,n113,n1
42,"n1130,n1",2019,2005,n1130,n1
43,"n1132,n1",2018,2005,n1132,n1
44,"n1138,n1",2016,2005,n1138,n1
45,"n114,n1",2012,2005,n114,n1
46,"n1142,n1",2019,2005,n1142,n1
47,"n1144,n1",2018,2005,n1144,n1
48,"n1145,n1",2016,2005,n1145,n1
49,"n1146,n1",2013,2005,n1146,n1
50,"n115,n1",2007,2005,n115,n1
51,"n1150,n1",2019,2005,n1150,n1
52,"n1155,n1",2020,2005,n1155,n1
53,"n1157,n1",2019,2005,n1157,n1
54,"n116,n1",2010,2005,n116,n1
55,"n1160,n1",2017,2005,n1160,n1
56,"n1162,n1",2017,2005,n1162,n1
57,"n1163,n1",2017,2005,n1163,n1
58,"n1166,n1",2016,2005,n1166,n1
59,"n1179,n1",2013,2005,n1179,n1
60,"n1184,n1",2018,2005,n1184,n1
61,"n119,n1",2011,2005,n119,n1
62,"n1191,n1",2016,2005,n1191,n1
63,"n1193,n1",2018,2005,n1193,n1
64,"n1199,n1",2017,2005,n1199,n1
65,"n12,n1",2008,2005,n12,n1
66,"n1203,n1",2017,2005,n1203,n1
67,"n1205,n1",2017,2005,n1205,n1
68,"n1208,n1",2017,2005,n1208,n1
69,"n122,n1",2013,2005,n122,n1
70,"n1220,n1",2019,2005,n1220,n1
71,"n1223,n1",2020,2005,n1223,n1
72,"n1224,n1",2014,2005,n1224,n1
73,"n1225,n1",2014,2005,n1225,n1
74,"n1226,n1",2013,2005,n1226,n1
75,"n1227,n1",2018,2005,n1227,n1
76,"n1228,n1",2017,2005,n1228,n1
77,"n1233,n1",2018,2005,n1233,n1
78,"n1234,n1",2018,2005,n1234,n1
79,"n1235,n1",2018,2005,n1235,n1
80,"n1237,n1",2020,2005,n1237,n1
81,"n1245,n1",2018,2005,n1245,n1
82,"n1247,n1",2019,2005,n1247,n1
83,"n125,n1",2013,2005,n125,n1
84,"n1254,n1",2014,2005,n1254,n1
85,"n1261,n1",2018,2005,n1261,n1
86,"n1264,n1",2020,2005,n1264,n1
87,"n1266,n1",2017,2005,n1266,n1
88,"n1267,n1",2014,2005,n1267,n1
89,"n127,n1",2012,2005,n127,n1
90,"n1272,n1",2016,2005,n1272,n1
91,"n1274,n1",2017,2005,n1274,n1
92,"n1275,n1",2019,2005,n1275,n1
93,"n1285,n1",2013,2005,n1285,n1
94,"n129,n1",2012,2005,n129,n1
95,"n1298,n1",2016,2005,n1298,n1
96,"n130,n1",2012,2005,n130,n1
97,"n132,n1",2008,2005,n132,n1
98,"n1321,n1",2020,2005,n1321,n1
99,"n1323,n1",2020,2005,n1323,n1
100,"n1327,n1",2019,2005,n1327,n1
101,"n133,n1",2011,2005,n133,n1
102,"n1330,n1",2019,2005,n1330,n1
103,"n1332,n1",2019,2005,n1332,n1
104,"n1333,n1",2015,2005,n1333,n1
105,"n1343,n1",2019,2005,n1343,n1
106,"n136,n1",2012,2005,n136,n1
107,"n1364,n1",2019,2005,n1364,n1
108,"n1370,n1",2014,2005,n1370,n1
109,"n1372,n1",2020,2005,n1372,n1
110,"n1373,n1",2020,2005,n1373,n1
111,"n1374,n1",2019,2005,n1374,n1
112,"n1378,n1",2014,2005,n1378,n1
113,"n1380,n1",2018,2005,n1380,n1
114,"n1383,n1",2019,2005,n1383,n1
115,"n1384,n1",2018,2005,n1384,n1
116,"n1389,n1",2011,2005,n1389,n1
117,"n139,n1",2013,2005,n139,n1
118,"n1393,n1",2019,2005,n1393,n1
119,"n1395,n1",2013,2005,n1395,n1
120,"n1396,n1",2017,2005,n1396,n1
121,"n1398,n1",2020,2005,n1398,n1
122,"n1399,n1",2019,2005,n1399,n1
123,"n14,n1",2007,2005,n14,n1
124,"n140,n1",2013,2005,n140,n1
125,"n1400,n1",2018,2005,n1400,n1
126,"n1418,n1",2018,2005,n1418,n1
127,"n1419,n1",2015,2005,n1419,n1
128,"n142,n1",2008,2005,n142,n1
129,"n1424,n1",2016,2005,n1424,n1
130,"n1425,n1",2019,2005,n1425,n1
131,"n1426,n1",2019,2005,n1426,n1
132,"n1428,n1",2020,2005,n1428,n1
133,"n143,n1",2008,2005,n143,n1
134,"n1431,n1",2018,2005,n1431,n1
135,"n1433,n1",2019,2005,n1433,n1
136,"n1435,n1",2016,2005,n1435,n1
137,"n1438,n1",2020,2005,n1438,n1
138,"n144,n1",2010,2005,n144,n1
139,"n1440,n1",2015,2005,n1440,n1
140,"n1450,n1",2020,2005,n1450,n1
141,"n1452,n1",2020,2005,n1452,n1
142,"n1454,n1",2018,2005,n1454,n1
143,"n1460,n1",2020,2005,n1460,n1
144,"n147,n1",2012,2005,n147,n1
145,"n1471,n1",2016,2005,n1471,n1
146,"n1473,n1",2018,2005,n1473,n1
147,"n1481,n1",2018,2005,n1481,n1
148,"n1482,n1",2018,2005,n1482,n1
149,"n1496,n1",2018,2005,n1496,n1
150,"n1498,n1",2015,2005,n1498,n1
151,"n1499,n1",2015,2005,n1499,n1
152,"n1503,n1",2019,2005,n1503,n1
153,"n1513,n1",2018,2005,n1513,n1
154,"n1533,n1",2017,2005,n1533,n1
155,"n1538,n1",2016,2005,n1538,n1
156,"n1539,n1",2018,2005,n1539,n1
157,"n1542,n1",2020,2005,n1542,n1
158,"n1549,n1",2020,2005,n1549,n1
159,"n1551,n1",2019,2005,n1551,n1
160,"n1556,n1",2016,2005,n1556,n1
161,"n1557,n1",2017,2005,n1557,n1
162,"n156,n1",2010,2005,n156,n1
163,"n1570,n1",2021,2005,n1570,n1
164,"n1575,n1",2020,2005,n1575,n1
165,"n1576,n1",2020,2005,n1576,n1
166,"n1577,n1",2019,2005,n1577,n1
167,"n1579,n1",2017,2005,n1579,n1
168,"n158,n1",2015,2005,n158,n1
169,"n1580,n1",2018,2005,n1580,n1
170,"n1581,n1",2019,2005,n1581,n1
171,"n1589,n1",2017,2005,n1589,n1
172,"n1592,n1",2019,2005,n1592,n1
173,"n1593,n1",2020,2005,n1593,n1
174,"n16,n1",2007,2005,n16,n1
175,"n160,n1",2012,2005,n160,n1
176,"n1601,n1",2016,2005,n1601,n1
177,"n1605,n1",2019,2005,n1605,n1
178,"n162,n1",2010,2005,n162,n1
179,"n1620,n1",2020,2005,n1620,n1
180,"n1622,n1",2015,2005,n1622,n1
181,"n1627,n1",2020,2005,n1627,n1
182,"n163,n1",2011,2005,n163,n1
183,"n1630,n1",2017,2005,n1630,n1
184,"n1634,n1",2017,2005,n1634,n1
185,"n1635,n1",2015,2005,n1635,n1
186,"n164,n1",2011,2005,n164,n1
187,"n1640,n1",2019,2005,n1640,n1
188,"n1641,n1",2021,2005,n1641,n1
189,"n1644,n1",2020,2005,n1644,n1
190,"n1663,n1",2020,2005,n1663,n1
191,"n1670,n1",2018,2005,n1670,n1
192,"n1677,n1",2020,2005,n1677,n1
193,"n1683,n1",2017,2005,n1683,n1
194,"n1689,n1",2020,2005,n1689,n1
195,"n169,n1",2012,2005,n169,n1
196,"n1698,n1",2017,2005,n1698,n1
197,"n1699,n1",2019,2005,n1699,n1
198,"n1702,n1",2021,2005,n1702,n1
199,"n1705,n1",2020,2005,n1705,n1
200,"n1706,n1",2019,2005,n1706,n1
201,"n171,n1",2014,2005,n171,n1
202,"n1712,n1",2020,2005,n1712,n1
203,"n172,n1",2010,2005,n172,n1
204,"n1720,n1",2016,2005,n1720,n1
205,"n1728,n1",2021,2005,n1728,n1
206,"n1732,n1",2020,2005,n1732,n1
207,"n1741,n1",2020,2005,n1741,n1
208,"n1742,n1",2017,2005,n1742,n1
209,"n1744,n1",2021,2005,n1744,n1
210,"n1745,n1",2020,2005,n1745,n1
211,"n1747,n1",2021,2005,n1747,n1
212,"n1749,n1",2019,2005,n1749,n1
213,"n1754,n1",2016,2005,n1754,n1
214,"n1757,n1",2020,2005,n1757,n1
215,"n1758,n1",2021,2005,n1758,n1
216,"n1770,n1",2020,2005,n1770,n1
217,"n1774,n1",2019,2005,n1774,n1
218,"n1776,n1",2021,2005,n1776,n1
219,"n1777,n1",2021,2005,n1777,n1
220,"n1779,n1",2021,2005,n1779,n1
221,"n178,n1",2010,2005,n178,n1
222,"n1780,n1",2021,2005,n1780,n1
223,"n1791,n1",2020,2005,n1791,n1
224,"n18,n1",2009,2005,n18,n1
225,"n180,n1",2015,2005,n180,n1
226,"n1802,n1",2020,2005,n1802,n1
227,"n1804,n1",2021,2005,n1804,n1
228,"n1810,n1",2020,2005,n1810,n1
229,"n1811,n1",2021,2005,n1811,n1
230,"n1812,n1",2019,2005,n1812,n1
231,"n1815,n1",2020,2005,n1815,n1
232,"n1821,n1",2020,2005,n1821,n1
233,"n1826,n1",2021,2005,n1826,n1
234,"n1833,n1",2021,2005,n1833,n1
235,"n1834,n1",2020,2005,n1834,n1
236,"n184,n1",2011,2005,n184,n1
237,"n1843,n1",2020,2005,n1843,n1
238,"n1851,n1",2020,2005,n1851,n1
239,"n1852,n1",2021,2005,n1852,n1
240,"n1853,n1",2020,2005,n1853,n1
241,"n1854,n1",2020,2005,n1854,n1
242,"n1856,n1",2021,2005,n1856,n1
243,"n1868,n1",2021,2005,n1868,n1
244,"n1870,n1",2019,2005,n1870,n1
245,"n1878,n1",2021,2005,n1878,n1
246,"n1882,n1",2019,2005,n1882,n1
247,"n189,n1",2014,2005,n189,n1
248,"n191,n1",2012,2005,n191,n1
249,"n197,n1",2009,2005,n197,n1
250,"n20,n1",2009,2005,n20,n1
251,"n202,n1",2014,2005,n202,n1
252,"n206,n1",2008,2005,n206,n1
253,"n207,n1",2008,2005,n207,n1
254,"n21,n1",2010,2005,n21,n1
255,"n217,n1",2014,2005,n217,n1
256,"n218,n1",2012,2005,n218,n1
257,"n22,n1",2007,2005,n22,n1
258,"n222,n1",2013,2005,n222,n1
259,"n228,n1",2014,2005,n228,n1
260,"n23,n1",2007,2005,n23,n1
261,"n230,n1",2017,2005,n230,n1
262,"n231,n1",2013,2005,n231,n1
263,"n232,n1",2012,2005,n232,n1
264,"n233,n1",2009,2005,n233,n1
265,"n236,n1",2012,2005,n236,n1
266,"n241,n1",2010,2005,n241,n1
267,"n242,n1",2014,2005,n242,n1
268,"n243,n1",2016,2005,n243,n1
269,"n244,n1",2013,2005,n244,n1
270,"n25,n1",2011,2005,n25,n1
271,"n252,n1",2010,2005,n252,n1
272,"n253,n1",2014,2005,n253,n1
273,"n256,n1",2013,2005,n256,n1
274,"n257,n1",2007,2005,n257,n1
275,"n259,n1",2010,2005,n259,n1
276,"n263,n1",2012,2005,n263,n1
277,"n264,n1",2013,2005,n264,n1
278,"n265,n1",2011,2005,n265,n1
279,"n268,n1",2011,2005,n268,n1
280,"n269,n1",2009,2005,n269,n1
281,"n27,n1",2010,2005,n27,n1
282,"n271,n1",2013,2005,n271,n1
283,"n274,n1",2012,2005,n274,n1
284,"n276,n1",2013,2005,n276,n1
285,"n277,n1",2013,2005,n277,n1
286,"n278,n1",2013,2005,n278,n1
287,"n28,n1",2010,2005,n28,n1
288,"n282,n1",2015,2005,n282,n1
289,"n284,n1",2013,2005,n284,n1
290,"n286,n1",2009,2005,n286,n1
291,"n288,n1",2012,2005,n288,n1
292,"n289,n1",2013,2005,n289,n1
293,"n290,n1",2010,2005,n290,n1
294,"n292,n1",2012,2005,n292,n1
295,"n296,n1",2011,2005,n296,n1
296,"n297,n1",2011,2005,n297,n1
297,"n299,n1",2015,2005,n299,n1
298,"n3,n1",2005,2005,n3,n1
299,"n303,n1",2012,2005,n303,n1
300,"n304,n1",2014,2005,n304,n1
301,"n307,n1",2011,2005,n307,n1
302,"n309,n1",2015,2005,n309,n1
303,"n31,n1",2010,2005,n31,n1
304,"n311,n1",2015,2005,n311,n1
305,"n313,n1",2014,2005,n313,n1
306,"n314,n1",2011,2005,n314,n1
307,"n315,n1",2016,2005,n315,n1
308,"n316,n1",2011,2005,n316,n1
309,"n317,n1",2009,2005,n317,n1
310,"n318,n1",2012,2005,n318,n1
311,"n32,n1",2008,2005,n32,n1
312,"n325,n1",2011,2005,n325,n1
313,"n328,n1",2011,2005,n328,n1
314,"n329,n1",2010,2005,n329,n1
315,"n330,n1",2013,2005,n330,n1
316,"n333,n1",2012,2005,n333,n1
317,"n335,n1",2013,2005,n335,n1
318,"n339,n1",2014,2005,n339,n1
319,"n341,n1",2013,2005,n341,n1
320,"n342,n1",2015,2005,n342,n1
321,"n346,n1",2015,2005,n346,n1
322,"n349,n1",2012,2005,n349,n1
323,"n351,n1",2014,2005,n351,n1
324,"n359,n1",2011,2005,n359,n1
325,"n364,n1",2012,2005,n364,n1
326,"n366,n1",2012,2005,n366,n1
327,"n371,n1",2010,2005,n371,n1
328,"n374,n1",2013,2005,n374,n1
329,"n378,n1",2012,2005,n378,n1
330,"n38,n1",2010,2005,n38,n1
331,"n380,n1",2012,2005,n380,n1
332,"n383,n1",2012,2005,n383,n1
333,"n389,n1",2012,2005,n389,n1
334,"n392,n1",2013,2005,n392,n1
335,"n393,n1",2010,2005,n393,n1
336,"n394,n1",2012,2005,n394,n1
337,"n395,n1",2013,2005,n395,n1
338,"n396,n1",2015,2005,n396,n1
339,"n4,n1",2007,2005,n4,n1
340,"n400,n1",2010,2005,n400,n1
341,"n401,n1",2009,2005,n401,n1
342,"n403,n1",2015,2005,n403,n1
343,"n408,n1",2006,2005,n408,n1
344,"n41,n1",2008,2005,n41,n1
345,"n412,n1",2012,2005,n412,n1
346,"n413,n1",2015,2005,n413,n1
347,"n417,n1",2012,2005,n417,n1
348,"n42,n1",2009,2005,n42,n1
349,"n420,n1",2015,2005,n420,n1
350,"n422,n1",2012,2005,n422,n1
351,"n424,n1",2012,2005,n424,n1
352,"n43,n1",2009,2005,n43,n1
353,"n430,n1",2013,2005,n430,n1
354,"n435,n1",2014,2005,n435,n1
355,"n436,n1",2012,2005,n436,n1
356,"n44,n1",2007,2005,n44,n1
357,"n443,n1",2014,2005,n443,n1
358,"n445,n1",2014,2005,n445,n1
359,"n447,n1",2015,2005,n447,n1
360,"n450,n1",2012,2005,n450,n1
361,"n453,n1",2014,2005,n453,n1
362,"n456,n1",2012,2005,n456,n1
363,"n457,n1",2012,2005,n457,n1
364,"n459,n1",2016,2005,n459,n1
365,"n460,n1",2011,2005,n460,n1
366,"n462,n1",2015,2005,n462,n1
367,"n464,n1",2012,2005,n464,n1
368,"n465,n1",2006,2005,n465,n1
369,"n466,n1",2010,2005,n466,n1
370,"n468,n1",2016,2005,n468,n1
371,"n469,n1",2014,2005,n469,n1
372,"n472,n1",2014,2005,n472,n1
373,"n476,n1",2014,2005,n476,n1
374,"n484,n1",2008,2005,n484,n1
375,"n487,n1",2012,2005,n487,n1
376,"n489,n1",2016,2005,n489,n1
377,"n490,n1",2011,2005,n490,n1
378,"n491,n1",2015,2005,n491,n1
379,"n492,n1",2011,2005,n492,n1
380,"n494,n1",2016,2005,n494,n1
381,"n495,n1",2014,2005,n495,n1
382,"n496,n1",2012,2005,n496,n1
383,"n5,n1",2008,2005,n5,n1
384,"n500,n1",2012,2005,n500,n1
385,"n502,n1",2016,2005,n502,n1
386,"n506,n1",2012,2005,n506,n1
387,"n508,n1",2013,2005,n508,n1
388,"n51,n1",2010,2005,n51,n1
389,"n514,n1",2015,2005,n514,n1
390,"n516,n1",2014,2005,n516,n1
391,"n517,n1",2015,2005,n517,n1
392,"n518,n1",2015,2005,n518,n1
393,"n519,n1",2014,2005,n519,n1
394,"n52,n1",2009,2005,n52,n1
395,"n525,n1",2014,2005,n525,n1
396,"n530,n1",2015,2005,n530,n1
397,"n531,n1",2014,2005,n531,n1
398,"n534,n1",2015,2005,n534,n1
399,"n539,n1",2015,2005,n539,n1
400,"n54,n1",2011,2005,n54,n1
401,"n546,n1",2012,2005,n546,n1
402,"n548,n1",2013,2005,n548,n1
403,"n549,n1",2016,2005,n549,n1
404,"n551,n1",2008,2005,n551,n1
405,"n565,n1",2015,2005,n565,n1
406,"n566,n1",2012,2005,n566,n1
407,"n567,n1",2015,2005,n567,n1
408,"n57,n1",2008,2005,n57,n1
409,"n572,n1",2016,2005,n572,n1
410,"n58,n1",2011,2005,n58,n1
411,"n581,n1",2013,2005,n581,n1
412,"n585,n1",2013,2005,n585,n1
413,"n586,n1",2013,2005,n586,n1
414,"n589,n1",2015,2005,n589,n1
415,"n603,n1",2019,2005,n603,n1
416,"n605,n1",2015,2005,n605,n1
417,"n607,n1",2016,2005,n607,n1
418,"n609,n1",2015,2005,n609,n1
419,"n611,n1",2014,2005,n611,n1
420,"n614,n1",2013,2005,n614,n1
421,"n623,n1",2017,2005,n623,n1
422,"n626,n1",2017,2005,n626,n1
423,"n628,n1",2008,2005,n628,n1
424,"n63,n1",2009,2005,n63,n1
425,"n631,n1",2007,2005,n631,n1
426,"n634,n1",2017,2005,n634,n1
427,"n637,n1",2015,2005,n637,n1
428,"n641,n1",2010,2005,n641,n1
429,"n642,n1",2012,2005,n642,n1
430,"n643,n1",2011,2005,n643,n1
431,"n650,n1",2014,2005,n650,n1
432,"n658,n1",2016,2005,n658,n1
433,"n66,n1",2012,2005,n66,n1
434,"n660,n1",2016,2005,n660,n1
435,"n671,n1",2017,2005,n671,n1
436,"n672,n1",2013,2005,n672,n1
437,"n677,n1",2013,2005,n677,n1
438,"n679,n1",2014,2005,n679,n1
439,"n684,n1",2015,2005,n684,n1
440,"n686,n1",2015,2005,n686,n1
441,"n687,n1",2015,2005,n687,n1
442,"n688,n1",2012,2005,n688,n1
443,"n69,n1",2012,2005,n69,n1
444,"n691,n1",2014,2005,n691,n1
445,"n694,n1",2013,2005,n694,n1
446,"n695,n1",2017,2005,n695,n1
447,"n696,n1",2013,2005,n696,n1
448,"n697,n1",2014,2005,n697,n1
449,"n70,n1",2010,2005,n70,n1
450,"n708,n1",2018,2005,n708,n1
451,"n71,n1",2012,2005,n71,n1
452,"n711,n1",2011,2005,n711,n1
453,"n716,n1",2017,2005,n716,n1
454,"n721,n1",2012,2005,n721,n1
455,"n727,n1",2017,2005,n727,n1
456,"n73,n1",2009,2005,n73,n1
457,"n730,n1",2011,2005,n730,n1
458,"n731,n1",2014,2005,n731,n1
459,"n74,n1",2009,2005,n74,n1
460,"n748,n1",2013,2005,n748,n1
461,"n755,n1",2015,2005,n755,n1
462,"n756,n1",2015,2005,n756,n1
463,"n772,n1",2019,2005,n772,n1
464,"n773,n1",2016,2005,n773,n1
465,"n78,n1",2009,2005,n78,n1
466,"n780,n1",2015,2005,n780,n1
467,"n782,n1",2013,2005,n782,n1
468,"n79,n1",2007,2005,n79,n1
469,"n799,n1",2013,2005,n799,n1
470,"n80,n1",2014,2005,n80,n1
471,"n801,n1",2016,2005,n801,n1
472,"n804,n1",2014,2005,n804,n1
473,"n806,n1",2016,2005,n806,n1
474,"n809,n1",2013,2005,n809,n1
475,"n81,n1",2007,2005,n81,n1
476,"n814,n1",2015,2005,n814,n1
477,"n816,n1",2018,2005,n816,n1
478,"n819,n1",2010,2005,n819,n1
479,"n82,n1",2010,2005,n82,n1
480,"n820,n1",2014,2005,n820,n1
481,"n823,n1",2014,2005,n823,n1
482,"n828,n1",2015,2005,n828,n1
483,"n829,n1",2015,2005,n829,n1
484,"n830,n1",2019,2005,n830,n1
485,"n836,n1",2014,2005,n836,n1
486,"n837,n1",2014,2005,n837,n1
487,"n838,n1",2017,2005,n838,n1
488,"n839,n1",2015,2005,n839,n1
489,"n84,n1",2013,2005,n84,n1
490,"n841,n1",2015,2005,n841,n1
491,"n843,n1",2014,2005,n843,n1
492,"n845,n1",2015,2005,n845,n1
493,"n848,n1",2014,2005,n848,n1
494,"n85,n1",2010,2005,n85,n1
495,"n851,n1",2005,2005,n851,n1
496,"n854,n1",2014,2005,n854,n1
497,"n858,n1",2015,2005,n858,n1
498,"n866,n1",2017,2005,n866,n1
499,"n87,n1",2008,2005,n87,n1
500,"n871,n1",2014,2005,n871,n1
501,"n872,n1",2012,2005,n872,n1
502,"n874,n1",2014,2005,n874,n1
503,"n876,n1",2016,2005,n876,n1
504,"n882,n1",2017,2005,n882,n1
505,"n884,n1",2014,2005,n884,n1
506,"n887,n1",2016,2005,n887,n1
507,"n89,n1",2008,2005,n89,n1
508,"n891,n1",2016,2005,n891,n1
509,"n892,n1",2017,2005,n892,n1
510,"n896,n1",2017,2005,n896,n1
511,"n898,n1",2015,2005,n898,n1
512,"n9,n1",2010,2005,n9,n1
513,"n90,n1",2011,2005,n90,n1
514,"n906,n1",2018,2005,n906,n1
515,"n907,n1",2017,2005,n907,n1
516,"n913,n1",2016,2005,n913,n1
517,"n915,n1",2017,2005,n915,n1
518,"n919,n1",2015,2005,n919,n1
519,"n92,n1",2012,2005,n92,n1
520,"n920,n1",2017,2005,n920,n1
521,"n921,n1",2018,2005,n921,n1
522,"n922,n1",2018,2005,n922,n1
523,"n923,n1",2017,2005,n923,n1
524,"n928,n1",2015,2005,n928,n1
525,"n935,n1",2016,2005,n935,n1
526,"n937,n1",2014,2005,n937,n1
527,"n939,n1",2013,2005,n939,n1
528,"n94,n1",2009,2005,n94,n1
529,"n944,n1",2015,2005,n944,n1
530,"n949,n1",2015,2005,n949,n1
531,"n950,n1",2020,2005,n950,n1
532,"n952,n1",2016,2005,n952,n1
533,"n953,n1",2015,2005,n953,n1
534,"n956,n1",2018,2005,n956,n1
535,"n958,n1",2017,2005,n958,n1
536,"n96,n1",2009,2005,n96,n1
537,"n963,n1",2015,2005,n963,n1
538,"n968,n1",2017,2005,n968,n1
539,"n975,n1",2017,2005,n975,n1
540,"n976,n1",2018,2005,n976,n1
541,"n977,n1",2014,2005,n977,n1
542,"n982,n1",2012,2005,n982,n1
543,"n983,n1",2015,2005,n983,n1
544,"n987,n1",2018,2005,n987,n1
545,"n99,n1",2009,2005,n99,n1
546,"n990,n1",2019,2005,n990,n1
547,"n993,n1",2015,2005,n993,n1
548,"n1016,n10",2020,2010,n1016,n10
549,"n1018,n10",2014,2010,n1018,n10
550,"n1025,n10",2020,2010,n1025,n10
551,"n103,n10",2015,2010,n103,n10
552,"n1036,n10",2018,2010,n1036,n10
553,"n1037,n10",2016,2010,n1037,n10
554,"n1040,n10",2017,2010,n1040,n10
555,"n1043,n10",2015,2010,n1043,n10
556,"n1046,n10",2019,2010,n1046,n10
557,"n1060,n10",2016,2010,n1060,n10
558,"n1061,n10",2018,2010,n1061,n10
559,"n1067,n10",2015,2010,n1067,n10
560,"n1069,n10",2017,2010,n1069,n10
561,"n107,n10",2010,2010,n107,n10
562,"n1071,n10",2018,2010,n1071,n10
563,"n1073,n10",2019,2010,n1073,n10
564,"n1077,n10",2015,2010,n1077,n10
565,"n1079,n10",2017,2010,n1079,n10
566,"n1085,n10",2016,2010,n1085,n10
567,"n110,n10",2014,2010,n110,n10
568,"n1104,n10",2014,2010,n1104,n10
569,"n111,n10",2016,2010,n111,n10
570,"n1110,n10",2019,2010,n1110,n10
571,"n112,n10",2013,2010,n112,n10
572,"n1124,n10",2018,2010,n1124,n10
573,"n1132,n10",2018,2010,n1132,n10
574,"n1139,n10",2016,2010,n1139,n10
575,"n1145,n10",2016,2010,n1145,n10
576,"n1152,n10",2018,2010,n1152,n10
577,"n1161,n10",2016,2010,n1161,n10
578,"n1179,n10",2013,2010,n1179,n10
579,"n1181,n10",2017,2010,n1181,n10
580,"n119,n10",2011,2010,n119,n10
581,"n1218,n10",2019,2010,n1218,n10
582,"n122,n10",2013,2010,n122,n10
583,"n1228,n10",2017,2010,n1228,n10
584,"n1233,n10",2018,2010,n1233,n10
585,"n1237,n10",2020,2010,n1237,n10
586,"n1239,n10",2017,2010,n1239,n10
587,"n125,n10",2013,2010,n125,n10
588,"n1259,n10",2015,2010,n1259,n10
589,"n1273,n10",2014,2010,n1273,n10
590,"n1278,n10",2021,2010,n1278,n10
591,"n1287,n10",2019,2010,n1287,n10
592,"n1325,n10",2017,2010,n1325,n10
593,"n1329,n10",2018,2010,n1329,n10
594,"n1350,n10",2016,2010,n1350,n10
595,"n136,n10",2012,2010,n136,n10
596,"n1360,n10",2019,2010,n1360,n10
597,"n1369,n10",2021,2010,n1369,n10
598,"n1371,n10",2020,2010,n1371,n10
599,"n1398,n10",2020,2010,n1398,n10
600,"n141,n10",2012,2010,n141,n10
601,"n1421,n10",2015,2010,n1421,n10
602,"n1423,n10",2019,2010,n1423,n10
603,"n1424,n10",2016,2010,n1424,n10
604,"n1426,n10",2019,2010,n1426,n10
605,"n1450,n10",2020,2010,n1450,n10
606,"n1454,n10",2018,2010,n1454,n10
607,"n1457,n10",2017,2010,n1457,n10
608,"n1475,n10",2017,2010,n1475,n10
609,"n1496,n10",2018,2010,n1496,n10
610,"n1499,n10",2015,2010,n1499,n10
611,"n1538,n10",2016,2010,n1538,n10
612,"n1539,n10",2018,2010,n1539,n10
613,"n1570,n10",2021,2010,n1570,n10
614,"n1576,n10",2020,2010,n1576,n10
615,"n1577,n10",2019,2010,n1577,n10
616,"n158,n10",2015,2010,n158,n10
617,"n1581,n10",2019,2010,n1581,n10
618,"n1608,n10",2021,2010,n1608,n10
619,"n161,n10",2013,2010,n161,n10
620,"n1610,n10",2020,2010,n1610,n10
621,"n1614,n10",2020,2010,n1614,n10
622,"n1618,n10",2020,2010,n1618,n10
623,"n1622,n10",2015,2010,n1622,n10
624,"n1629,n10",2020,2010,n1629,n10
625,"n163,n10",2011,2010,n163,n10
626,"n1638,n10",2019,2010,n1638,n10
627,"n1658,n10",2019,2010,n1658,n10
628,"n166,n10",2014,2010,n166,n10
629,"n1665,n10",2018,2010,n1665,n10
630,"n1683,n10",2017,2010,n1683,n10
631,"n1693,n10",2020,2010,n1693,n10
632,"n1704,n10",2020,2010,n1704,n10
633,"n171,n10",2014,2010,n171,n10
634,"n1712,n10",2020,2010,n1712,n10
635,"n1728,n10",2021,2010,n1728,n10
636,"n174,n10",2013,2010,n174,n10
637,"n1742,n10",2017,2010,n1742,n10
638,"n1768,n10",2021,2010,n1768,n10
